,Games,AtBase,Hits
1663,72,249,39
1664,76,318,76
1665,83,355,87
1666,43,155,36
1667,38,151,37
1668,76,344,86
1669,83,337,95
1670,54,207,55
1671,74,308,80
1672,11,40,3
1673,31,115,21
1674,61,251,81
1675,50,193,42
1676,1,3,1
1677,9,36,5
1678,83,348,98
1679,5,20,2
1680,78,298,66
1681,78,318,95
1682,84,375,101
1683,46,185,30
1684,1,3,0
1685,81,321,86
1686,1,4,0
1687,1,3,2
1688,98,413,127
1689,8,26,5
1690,7,22,5
1691,4,12,0
1692,28,121,33
1693,17,55,11
1694,37,142,35
1695,98,388,83
1696,3,15,4
1697,92,371,113
1698,96,448,108
1699,44,167,41
1700,9,34,5
1701,4,16,5
1702,76,312,73
1703,97,432,117
1704,1,2,0
1705,40,145,34
1706,4,10,2
1707,9,32,6
1708,98,425,159
1709,14,54,13
1710,14,60,11
1711,84,358,121
1712,97,420,115
1713,86,341,81
1714,96,400,132
1715,1,5,1
1716,37,140,26
1717,97,405,119
1718,63,215,37
1719,3,11,0
1720,95,435,130
1721,58,238,63
1722,95,383,91
1723,89,366,87
1724,1,4,0
1725,20,73,13
1726,94,399,125
1727,90,354,83
1728,96,401,118
1729,98,409,146
1730,68,263,55
1731,71,298,77
1732,88,375,81
1733,2,6,0
1734,96,349,82
1735,91,369,94
1736,23,96,24
1737,11,41,12
1738,7,23,5
1739,21,71,12
1740,45,142,18
1741,80,363,108
1742,6,18,3
1743,19,70,9
1744,58,206,53
1745,98,393,108
1746,16,59,14
1747,2,9,2
1748,85,354,88
1749,81,295,63
1750,64,261,61
1751,16,68,15
1752,41,148,27
1753,26,93,15
1754,93,396,129
1755,53,202,38
1756,38,153,38
1757,27,97,16
1758,97,407,103
1759,90,332,79
1760,88,376,114
1761,1,5,0
1762,99,377,88
1763,2,7,0
1764,95,420,128
1765,101,444,108
1766,86,329,85
1767,75,291,75
1768,85,332,88
1769,23,111,30
1770,96,378,82
1771,23,92,14
1772,3,10,3
1773,92,362,92
1774,16,61,10
1775,2,8,0
1776,80,322,71
1777,42,161,44
1778,78,319,84
1779,98,411,129
1780,74,263,52
1781,1,4,0
1782,96,383,110
1783,98,425,122
1784,9,34,8
1785,84,355,106
1786,60,235,52
1787,92,392,131
1788,1,4,0
1789,57,231,71
1790,1,5,1
1791,46,179,42
1792,17,59,6
1793,2,7,0
1794,94,337,74
1795,100,413,100
1796,73,280,62
1797,85,351,92
1798,81,332,90
1799,2,8,2
1800,51,191,31
1801,3,10,1
1802,63,231,52
1803,97,442,132
1804,4,11,2
1805,73,299,71
1806,98,446,124
1807,100,417,108
1808,101,416,105
1809,2,6,2
1810,29,107,12
1811,1,4,1
1812,1,4,1
1813,98,406,116
1814,90,391,115
1815,2,7,0
1816,12,42,8
1817,7,25,6
1818,70,259,57
1819,2,7,1
1820,48,202,46
1821,1,3,0
1822,98,428,109
1823,84,318,66
1824,5,19,6
1825,94,356,78
1826,97,429,108
1827,95,374,85
1828,98,406,96
1829,88,368,92
1830,40,165,31
1831,3,11,2
1832,38,160,40
1833,49,209,63
1834,50,201,47
1835,6,22,4
1836,1,5,2
1837,6,23,4
1838,29,107,20
1839,60,224,44
1840,14,48,8
1841,96,394,98
1842,98,420,112
1843,35,121,26
1844,96,412,106
1845,34,131,29
1846,28,112,45
1847,96,361,73
1848,1,2,1
1849,45,167,31
1850,5,18,1
1851,80,326,75
1852,15,55,17
1853,93,389,102
1854,43,157,37
1855,45,180,36
1856,1,4,0
1857,2,7,0
1858,29,114,25
1859,42,146,28
1860,96,367,90
1861,32,114,18
1862,97,404,129
1863,1,3,0
1864,70,276,60
1865,95,400,124
1866,98,378,86
1867,83,307,69
1868,4,16,2
1869,3,12,6
1870,29,100,24
1871,18,73,12
1872,9,35,10
1873,27,101,19
1874,97,417,127
1875,94,368,105
1876,7,26,8
1877,2,9,2
1878,4,14,0
1879,94,390,113
1880,33,138,37
1881,1,4,0
1882,23,76,15
1883,94,436,143
1884,77,315,85
1885,1,4,1
1886,1,3,0
1887,12,46,15
1888,8,28,3
1889,96,371,87
1890,97,382,94
1891,11,41,7
1892,18,62,5
1893,5,19,3
1894,101,421,115
1895,30,114,28
1896,4,11,2
1897,97,425,114
1898,37,137,32
1899,19,78,20
1900,89,381,108
1901,3,12,2
1902,72,258,53
1903,18,63,9
1904,1,3,1
1905,24,97,27
1906,98,437,136
1907,37,145,27
1908,92,399,124
1909,92,385,109
1910,49,194,55
1911,60,221,42
1912,93,398,100
1913,59,256,80
1914,87,374,104
1915,49,196,43
1916,17,47,1
1917,74,324,83
1918,3,13,2
1919,2,4,1
1920,95,401,117
1921,38,141,29
1922,2,9,2
1923,1,4,3
1924,30,115,25
1925,97,405,106
1926,58,250,64
1927,97,413,115
1928,87,370,105
1929,93,382,94
1930,94,421,128
1931,27,100,13
1932,89,330,90
1933,82,302,68
1934,2,7,0
1935,36,145,31
1936,8,27,6
1937,1,2,0
1938,14,54,13
1939,94,414,134
1940,94,412,147
1941,22,87,19
1942,25,101,21
1943,83,369,96
1944,30,105,21
1945,75,295,72
1946,85,316,68
1947,16,60,17
1948,1,3,1
1949,88,380,97
1950,1,5,0
1951,39,141,32
1952,53,193,37
1953,1,4,1
1954,84,320,75
1955,82,371,84
1956,1,1,0
1957,94,391,114
1958,65,240,54
1959,58,240,70
1960,96,409,115
1961,79,313,58
1962,98,402,111
1963,4,13,0
1964,96,406,110
1965,98,389,102
1966,3,11,1
1967,99,441,133
1968,100,381,99
1969,13,52,10
1970,2,5,1
1971,4,16,4
1972,19,65,9
1973,1,4,0
1974,1,3,2
1975,109,420,93
1976,14,49,10
1977,1,5,1
1978,27,96,17
1979,112,475,159
1980,26,92,16
1981,1,3,1
1982,15,47,4
1983,22,83,16
1984,19,68,14
1985,8,29,4
1986,12,44,5
1987,2,8,0
1988,45,167,22
1989,2,5,0
1990,6,20,3
1991,15,57,8
1992,80,317,52
1993,86,371,107
1994,50,191,37
1995,1,1,1
1996,7,27,6
1997,55,204,41
1998,104,435,133
1999,8,30,6
2000,39,135,20
2001,18,65,12
2002,3,6,0
2003,5,13,1
2004,27,79,11
2005,17,60,12
2006,11,46,9
2007,43,158,28
2008,18,69,13
2009,17,59,6
2010,3,11,3
2011,8,31,3
2012,1,3,0
2013,1,3,0
2014,3,12,4
2015,5,20,2
2016,33,121,22
2017,9,33,8
2018,90,341,90
2019,49,189,38
2020,6,22,1
2021,6,25,6
2022,7,25,6
2023,29,118,29
2024,7,27,3
2025,4,9,2
2026,54,221,57
2027,4,16,3
2028,38,146,36
2029,4,16,5
2030,32,128,33
2031,6,18,4
2032,37,162,48
2033,7,23,3
2034,65,262,68
2035,1,3,0
2036,58,226,43
2037,112,485,122
2038,56,231,50
2039,49,182,31
2040,13,44,6
2041,43,148,25
2042,22,89,30
2043,11,39,12
2044,94,398,130
2045,42,153,27
2046,21,88,22
2047,1,3,0
2048,6,16,5
2049,15,61,13
2050,85,325,75
2051,103,447,150
2052,107,451,123
2053,87,352,94
2054,30,111,15
2055,13,45,4
2056,32,124,26
2057,87,361,97
2058,47,184,41
2059,79,350,107
2060,2,7,1
2061,35,131,39
2062,6,25,5
2063,1,4,2
2064,83,343,84
2065,62,203,48
2066,9,31,7
2067,71,255,43
2068,6,20,2
2069,2,3,0
2070,59,210,46
2071,1,3,0
2072,3,11,4
2073,4,13,5
2074,61,258,67
2075,108,474,121
2076,4,16,4
2077,113,452,118
2078,69,252,70
2079,11,49,13
2080,5,19,3
2081,9,31,3
2082,23,82,22
2083,2,6,1
2084,2,8,2
2085,37,149,37
2086,100,351,81
2087,106,433,109
2088,1,4,0
2089,2,7,0
2090,4,15,2
2091,21,84,22
2092,41,177,50
2093,9,30,7
2094,29,115,37
2095,94,396,115
2096,104,437,118
2097,43,171,42
2098,28,107,22
2099,48,161,25
2100,45,169,30
2101,38,138,31
2102,108,460,109
2103,8,28,4
2104,3,11,1
2105,3,11,1
2106,7,25,2
2107,116,477,151
2108,1,4,0
2109,14,47,6
2110,3,12,1
2111,52,185,39
2112,64,251,61
2113,1,3,0
2114,104,439,121
2115,110,452,124
2116,2,7,1
2117,1,4,1
2118,27,102,13
2119,101,428,122
2120,80,309,72
2121,98,339,62
2122,9,33,5
2123,1,4,1
2124,1,5,0
2125,3,13,4
2126,2,7,4
2127,2,9,2
2128,25,93,20
2129,4,15,2
2130,21,84,22
2131,108,407,110
2132,48,168,41
2133,32,116,17
2134,3,11,1
2135,9,31,6
2136,2,8,2
2137,4,11,1
2138,11,34,5
2139,9,29,4
2140,44,168,34
2141,58,196,43
2142,2,5,0
2143,1,4,0
2144,111,521,161
2145,2,8,0
2146,3,11,3
2147,25,87,15
2148,4,16,0
2149,7,29,6
2150,4,13,0
2151,12,45,6
2152,5,15,2
2153,31,134,29
2154,13,40,7
2155,75,254,52
2156,4,15,4
2157,23,75,10
2158,12,40,5
2159,110,439,109
2160,4,10,2
2161,46,211,77
2162,13,56,12
2163,8,28,4
2164,35,137,36
2165,19,69,13
2166,40,134,34
2167,6,23,3
2168,34,141,42
2169,4,13,4
2170,83,341,94
2171,1,3,0
2172,23,85,22
2173,1,6,2
2174,15,58,17
2175,2,7,2
2176,2,9,4
2177,13,53,16
2178,13,48,9
2179,9,28,3
2180,3,6,0
2181,22,70,8
2182,26,86,12
2183,101,449,185
2184,9,32,8
2185,12,43,10
2186,28,115,28
2187,32,122,33
2188,63,241,47
2189,92,394,93
2190,2,8,0
2191,7,27,4
2192,1,4,0
2193,51,195,37
2194,112,477,150
2195,80,313,81
2196,109,427,99
2197,94,382,106
2198,1,4,0
2199,1,5,1
2200,29,112,27
2201,5,18,2
2202,14,52,11
2203,111,428,105
2204,111,469,102
2205,110,461,104
2206,16,58,11
2207,62,257,75
2208,28,122,43
2209,10,41,6
2210,52,203,50
2211,105,417,97
2212,1,3,1
2213,10,36,8
2214,10,40,8
2215,1,3,2
2216,6,24,3
2217,8,29,2
2218,73,279,57
2219,52,209,52
2220,9,31,7
2221,97,378,80
2222,19,71,20
2223,106,403,83
2224,2,5,0
2225,3,11,1
2226,1,3,0
2227,35,126,28
2228,1,3,1
2229,4,11,2
2230,33,119,27
2231,8,25,6
2232,1,3,0
2233,1,3,1
2234,31,114,20
2235,1,5,0
2236,48,181,50
2237,68,303,86
2238,44,154,38
2239,3,11,1
2240,3,9,2
2241,72,274,49
2242,7,23,5
2243,1,3,0
2244,41,173,37
2245,38,149,38
2246,1,4,1
2247,23,82,6
2248,9,36,9
2249,107,391,82
2250,75,283,50
2251,106,404,89
2252,17,55,6
2253,101,413,109
2254,29,116,18
2255,82,294,72
2256,2,10,1
2257,56,224,35
2258,72,281,70
2259,38,172,72
2260,110,472,127
2261,92,395,128
2262,43,175,43
2263,22,81,11
2264,4,14,2
2265,5,20,4
2266,6,24,9
2267,11,40,9
2268,103,422,134
2269,8,31,4
2270,8,27,4
2271,25,106,34
2272,9,36,11
2273,1,5,1
2274,41,167,45
2275,1,2,1
2276,92,385,83
2277,10,36,5
2278,16,62,11
2279,11,41,9
2280,23,95,34
2281,2,7,0
2282,12,45,5
2283,45,166,23
2284,72,268,55
2285,103,415,101
2286,3,13,4
2287,46,168,31
2288,21,71,7
2289,105,389,90
2290,114,450,119
2291,23,76,5
2292,22,67,13
2293,82,341,95
2294,3,8,3
2295,61,229,47
2296,24,95,25
2297,7,24,5
2298,79,349,97
2299,38,151,42
2300,33,124,28
2301,16,51,12
2302,78,316,94
2303,53,203,46
2304,19,74,15
2305,9,33,5
2306,9,26,4
2307,2,7,0
2308,19,72,12
2309,6,24,5
2310,35,132,23
2311,114,490,148
2312,18,58,12
2313,11,37,3
2314,65,255,53
2315,5,18,2
2316,63,275,100
2317,10,42,8
2318,20,68,6
2319,115,518,139
2320,102,408,99
2321,108,472,140
2322,83,310,74
2323,76,273,66
2324,14,49,6
2325,49,193,34
2326,20,64,6
2327,2,7,1
2328,2,8,2
2329,102,404,97
2330,105,432,101
2331,1,4,0
2332,39,146,41
2333,4,17,5
2334,4,14,2
2335,112,472,148
2336,25,90,16
2337,2,8,1
2338,34,127,28
2339,69,272,71
2340,36,130,28
2341,1,5,1
2342,4,15,1
2343,21,79,16
2344,62,210,50
2345,68,249,73
2346,38,142,40
2347,4,14,5
2348,108,452,160
2349,61,211,42
2350,103,378,72
2351,13,48,10
2352,1,4,0
2353,94,364,78
2354,67,299,76
2355,14,56,12
2356,41,142,21
2357,12,45,8
2358,19,82,13
2359,2,9,1
2360,2,7,1
2361,6,24,6
2362,108,484,131
2363,46,182,42
2364,41,153,36
2365,21,78,18
2366,1,3,0
2367,1,3,0
2368,21,70,16
2369,71,279,69
2370,110,415,98
2371,57,215,49
2372,17,70,17
2373,85,326,90
2374,40,139,28
2375,110,474,130
2376,77,308,52
2377,13,44,5
2378,16,52,11
2379,2,7,0
2380,8,33,3
2381,10,40,7
2382,6,24,3
2383,21,82,23
2384,3,12,4
2385,87,373,85
2386,1,3,0
2387,3,10,2
2388,73,300,97
2389,8,30,9
2390,114,471,105
2391,7,29,7
2392,20,67,14
2393,9,29,3
2394,1,3,1
2395,26,111,30
2396,5,19,1
2397,55,198,30
2398,16,58,16
2399,13,48,15
2400,1,4,0
2401,6,21,2
2402,107,360,73
2403,1,4,1
2404,2,7,3
2405,3,10,0
2406,99,366,101
2407,104,424,115
2408,89,345,83
2409,91,341,70
2410,27,100,14
2411,20,70,14
2412,29,113,34
2413,65,266,66
2414,23,77,15
2415,105,412,103
2416,49,184,34
2417,1,4,0
2418,37,142,39
2419,1,4,0
2420,53,209,45
2421,17,53,10
2422,1,2,0
2423,111,450,116
2424,9,30,3
2425,67,295,84
2426,42,157,34
2427,49,190,50
2428,27,110,27
2429,2,6,1
2430,38,145,23
2431,14,48,7
2432,1,2,0
2433,3,14,3
2434,19,70,11
2435,40,146,34
2436,45,151,28
2437,53,220,52
2438,4,17,3
2439,16,66,9
2440,32,117,22
2441,70,250,53
2442,116,470,128
2443,42,162,37
2444,16,67,16
2445,15,67,16
2446,32,123,28
2447,10,37,7
2448,5,22,5
2449,98,335,67
2450,112,450,125
2451,35,132,37
2452,1,3,0
2453,21,68,17
2454,23,75,12
2455,92,341,56
2456,34,119,23
2457,55,196,35
2458,3,11,1
2459,2,3,0
2460,1,4,1
2461,6,23,1
2462,1,4,0
2463,89,347,78
2464,8,24,6
2465,6,20,5
2466,105,423,101
2467,66,268,77
2468,56,204,41
2469,67,256,47
2470,2,8,0
2471,111,461,155
2472,20,80,25
2473,9,30,6
2474,6,20,2
2475,2,9,2
2476,45,162,28
2477,4,16,1
2478,10,37,8
2479,1,3,0
2480,57,199,37
2481,111,438,114
2482,44,182,48
2483,1,3,0
2484,12,47,8
2485,32,111,18
2486,2,8,3
2487,34,119,18
2488,58,210,50
2489,1,4,0
2490,12,45,13
2491,110,422,101
2492,95,352,97
2493,34,120,17
2494,2,8,0
2495,1,4,1
2496,100,401,92
2497,7,21,4
2498,3,8,2
2499,76,311,73
2500,1,3,0
2501,3,10,0
2502,23,94,14
2503,10,31,2
2504,1,3,1
2505,42,168,38
2506,5,21,10
2507,8,27,5
2508,12,46,15
2509,78,325,59
2510,6,24,3
2511,45,166,33
2512,34,116,11
2513,43,148,22
2514,3,12,2
2515,111,432,110
2516,110,442,116
2517,7,25,1
2518,9,33,9
2519,1,4,0
2520,33,125,23
2521,27,90,17
2522,8,30,7
2523,4,17,4
2524,36,138,39
2525,18,77,19
2526,103,449,118
2527,64,242,51
2528,1,4,1
2529,32,132,34
2530,21,83,32
2531,1,4,0
2532,26,86,22
2533,78,297,82
2534,108,467,162
2535,110,458,162
2536,2,4,0
2537,1,3,0
2538,2,7,1
2539,1,3,2
2540,54,215,42
2541,106,393,86
2542,69,267,45
2543,1,4,0
2544,112,467,135
2545,101,402,99
2546,111,464,128
2547,97,413,111
2548,5,20,5
2549,2,7,1
2550,36,144,45
2551,94,382,89
2552,11,40,11
2553,3,12,1
2554,48,191,54
2555,41,151,37
2556,43,185,59
2557,35,133,18
2558,7,21,3
2559,43,166,36
2560,1,4,1
2561,103,428,108
2562,1,4,0
2563,81,310,64
2564,12,43,9
2565,103,429,116
2566,26,94,22
2567,87,361,83
2568,97,355,70
2569,73,263,63
2570,3,14,2
2571,3,12,2
2572,19,70,17
2573,3,11,0
2574,105,448,152
2575,59,233,56
2576,2,8,0
2577,12,43,9
2578,81,301,67
2579,1,4,0
2580,74,277,70
2581,102,439,132
2582,105,398,100
2583,6,25,5
2584,26,91,12
2585,2,6,0
2586,20,80,23
2587,3,13,3
2588,102,415,111
2589,1,3,0
2590,107,436,130
2591,109,485,142
2592,93,400,126
2593,4,15,6
2594,2,4,2
2595,1,4,1
2596,7,25,2
2597,7,28,4
2598,2,6,1
2599,8,28,7
2600,6,22,4
2601,16,59,13
2602,2,8,2
2603,78,339,81
2604,17,70,14
2605,6,24,7
2606,42,151,31
2607,90,366,116
2608,16,60,15
2609,29,106,25
2610,13,53,12
2611,110,438,108
2612,105,463,144
2613,1,4,2
2614,37,137,24
2615,12,47,11
2616,6,19,3
2617,106,467,168
2618,13,55,18
2619,44,164,28
2620,3,13,1
2621,23,84,3
2622,36,136,26
2623,44,153,37
2624,1,4,3
2625,8,31,7
2626,7,17,3
2627,1,2,0
2628,1,3,1
2629,1,3,1
2630,2,7,0
2631,106,413,86
2632,1,5,1
2633,1,3,0
2634,14,57,5
2635,9,34,5
2636,10,36,9
2637,25,108,34
2638,72,291,74
2639,1,4,1
2640,1,4,0
2641,108,445,106
2642,27,102,22
2643,67,268,69
2644,17,52,10
2645,107,479,129
2646,6,21,5
2647,93,381,105
2648,100,396,94
2649,2,9,1
2650,104,448,146
2651,16,60,12
2652,107,399,92
2653,48,184,37
2654,15,56,6
2655,15,53,11
2656,8,29,7
2657,2,7,2
2658,53,188,28
2659,3,10,3
2660,63,247,59
2661,54,189,29
2662,31,114,22
2663,1,4,0
2664,3,9,3
2665,4,11,1
2666,1,5,1
2667,43,176,39
2668,4,15,3
2669,110,468,162
2670,5,21,3
2671,3,10,5
2672,102,399,115
2673,74,296,71
2674,41,168,50
2675,45,171,54
2676,31,129,34
2677,48,186,42
2678,82,333,89
2679,43,186,68
2680,30,111,28
2681,41,152,32
2682,1,3,0
2683,4,17,2
2684,1,3,0
2685,67,236,55
2686,24,97,20
2687,1,3,1
2688,17,56,10
2689,9,26,4
2690,32,119,28
2691,53,210,37
2692,6,21,6
2693,71,284,73
2694,107,421,111
2695,25,86,10
2696,13,49,11
2697,4,14,3
2698,27,82,11
2699,21,78,9
2700,63,245,47
2701,14,45,4
2702,42,152,40
2703,95,382,103
2704,1,4,1
2705,5,18,4
2706,113,482,122
2707,1,4,1
2708,84,352,78
2709,35,127,26
2710,20,84,18
2711,3,8,0
2712,2,8,0
2713,63,256,65
2714,109,425,95
2715,71,249,60
2716,18,76,18
2717,9,27,2
2718,33,131,32
2719,5,19,5
2720,14,62,16
2721,37,158,36
2722,17,69,18
2723,74,291,66
2724,110,452,147
2725,8,34,5
2726,99,393,83
2727,5,22,3
2728,4,18,1
2729,52,184,35
2730,42,157,35
2731,23,94,28
2732,66,270,70
2733,81,300,49
2734,1,4,0
2735,107,417,116
2736,2,8,2
2737,4,15,2
2738,5,21,3
2739,24,82,19
2740,85,339,79
2741,114,426,91
2742,110,486,146
2743,12,42,2
2744,114,473,119
2745,8,34,5
2746,15,53,6
2747,30,124,27
2748,2,8,3
2749,27,93,23
2750,1,4,0
2751,83,314,70
2752,8,29,2
2753,2,5,0
2754,103,421,112
2755,1,4,0
2756,112,464,144
2757,38,131,16
2758,25,87,18
2759,34,126,17
2760,31,124,30
2761,106,418,112
2762,82,285,41
2763,103,389,65
2764,10,33,10
2765,15,52,9
2766,10,29,5
2767,91,349,94
2768,72,258,52
2769,108,434,128
2770,3,10,1
2771,62,215,42
2772,4,17,1
2773,11,41,6
2774,98,407,146
2775,5,19,3
2776,112,481,174
2777,108,437,134
2778,1,4,0
2779,82,338,81
2780,45,169,24
2781,14,54,12
2782,78,321,74
2783,111,445,121
2784,85,300,80
2785,112,473,131
2786,104,426,99
2787,71,280,75
2788,13,40,3
2789,60,222,50
2790,12,43,5
2791,63,264,76
2792,71,262,47
2793,54,221,47
2794,72,283,61
2795,52,188,36
2796,2,9,2
2797,105,408,97
2798,96,398,119
2799,14,55,10
2800,1,4,0
2801,83,340,87
2802,1,3,0
2803,4,14,2
2804,110,455,169
2805,2,6,0
2806,29,90,10
2807,7,22,6
2808,3,14,5
2809,94,384,94
2810,112,440,111
2811,1,2,0
2812,13,51,14
2813,68,245,47
2814,35,130,37
2815,18,51,8
2816,39,129,20
2817,92,344,83
2818,10,37,7
2819,22,69,10
2820,39,141,25
2821,60,223,58
2822,50,184,38
2823,11,35,3
2824,113,492,135
2825,11,37,7
2826,35,130,29
2827,54,207,53
2828,83,318,71
2829,10,31,4
2830,5,21,1
2831,3,9,2
2832,56,211,49
2833,39,161,46
2834,89,347,113
2835,7,19,3
2836,6,20,1
2837,106,423,114
2838,98,405,103
2839,6,24,2
2840,13,51,12
2841,4,12,1
2842,88,359,92
2843,20,77,17
2844,81,342,104
2845,111,420,103
2846,68,257,53
2847,112,454,124
2848,61,235,72
2849,56,209,50
2850,38,144,30
2851,1,4,0
2852,68,249,52
2853,111,427,99
2854,2,8,1
2855,1,2,0
2856,71,253,57
2857,3,14,4
2858,57,213,47
2859,65,238,59
2860,5,19,6
2861,33,122,23
2862,11,38,4
2863,34,125,21
2864,44,170,37
2865,1,3,0
2866,1,3,0
2867,14,51,6
2868,112,399,62
2869,40,137,29
2870,102,420,123
2871,71,252,54
2872,111,446,125
2873,112,472,119
2874,2,7,1
2875,109,441,138
2876,56,211,42
2877,48,174,32
2878,34,115,21
2879,35,125,23
2880,1,4,0
2881,15,54,7
2882,94,362,81
2883,105,424,128
2884,43,159,42
2885,11,30,4
2886,42,137,18
2887,8,24,1
2888,70,297,81
2889,61,229,51
2890,7,26,4
2891,10,34,9
2892,3,9,0
2893,14,56,13
2894,3,13,1
2895,1,3,0
2896,98,411,111
2897,3,8,1
2898,56,202,35
2899,25,109,22
2900,94,370,95
2901,93,388,99
2902,4,16,3
2903,59,218,39
2904,11,43,6
2905,26,111,26
2906,1,4,1
2907,112,487,157
2908,47,166,27
2909,36,132,35
2910,5,17,2
2911,107,438,126
2912,18,64,13
2913,96,349,71
2914,9,36,3
2915,112,456,111
2916,1,3,0
2917,14,50,3
2918,29,119,25
2919,25,81,13
2920,14,48,9
2921,7,31,7
2922,1,3,0
2923,17,60,9
2924,1,3,0
2925,104,411,93
2926,108,453,149
2927,110,485,100
2928,1,4,1
2929,45,181,53
2930,112,430,107
2931,16,58,13
2932,44,153,30
2933,13,53,10
2934,4,16,2
2935,11,41,10
2936,100,320,61
2937,99,391,99
2938,107,445,114
2939,84,306,63
2940,20,78,21
2941,43,157,32
2942,10,35,2
2943,6,19,4
2944,109,423,97
2945,48,179,30
2946,17,61,13
2947,1,5,0
2948,40,148,27
2949,24,84,15
2950,3,6,1
2951,112,464,124
2952,4,14,3
2953,25,103,23
2954,1,0,0
2955,5,14,0
2956,13,50,11
2957,34,121,23
2958,33,121,20
2959,100,411,121
2960,112,411,87
2961,110,431,114
2962,70,278,76
2963,2,6,3
2964,35,131,36
2965,6,21,3
2966,19,67,13
2967,1,3,0
2968,42,166,27
2969,98,339,62
2970,67,265,71
2971,6,23,4
2972,11,39,1
2973,64,237,44
2974,111,394,89
2975,22,79,14
2976,17,60,10
2977,7,18,1
2978,5,20,2
2979,102,410,103
2980,107,443,119
2981,12,43,8
2982,93,357,73
2983,89,326,67
2984,26,94,24
2985,8,27,5
2986,107,420,107
2987,112,425,88
2988,7,26,2
2989,62,225,60
2990,8,33,7
2991,13,49,12
2992,10,25,8
2993,1,4,2
2994,52,206,72
2995,112,477,143
2996,107,444,152
2997,4,11,1
2998,11,40,6
2999,7,22,4
3000,41,151,30
3001,112,469,113
3002,4,16,2
3003,2,4,1
3004,99,391,118
3005,33,139,29
3006,4,15,4
3007,3,9,1
3008,110,447,124
3009,56,227,54
3010,54,195,40
3011,19,75,12
3012,15,60,16
3013,9,34,4
3014,66,304,90
3015,21,87,19
3016,55,200,39
3017,97,343,73
3018,7,29,6
3019,66,249,58
3020,105,371,90
3021,9,31,4
3022,102,402,97
3023,111,482,143
3024,10,40,7
3025,72,268,65
3026,49,198,52
3027,96,426,136
3028,34,131,27
3029,17,65,16
3030,3,11,2
3031,2,6,1
3032,11,40,6
3033,78,287,75
3034,101,410,114
3035,16,62,10
3036,98,421,122
3037,3,13,6
3038,1,4,0
3039,38,148,39
3040,55,210,52
3041,59,216,35
3042,30,104,16
3043,1,3,0
3044,69,257,50
3045,2,9,2
3046,13,39,5
3047,49,165,22
3048,3,10,1
3049,1,4,1
3050,108,419,108
3051,1,3,1
3052,1,2,0
3053,106,453,113
3054,39,152,36
3055,110,471,118
3056,7,22,1
3057,101,374,103
3058,67,253,47
3059,30,105,21
3060,1,4,0
3061,2,7,3
3062,112,486,153
3063,2,6,1
3064,106,398,93
3065,44,175,48
3066,13,44,8
3067,17,60,7
3068,46,172,44
3069,11,43,8
3070,16,49,6
3071,110,457,143
3072,99,399,106
3073,71,267,55
3074,3,11,1
3075,4,13,2
3076,6,21,4
3077,1,4,0
3078,71,264,45
3079,63,254,77
3080,69,254,39
3081,21,88,24
3082,45,177,39
3083,9,30,2
3084,7,26,4
3085,4,13,3
3086,4,13,0
3087,111,446,101
3088,1,3,0
3089,112,432,117
3090,56,199,41
3091,2,7,0
3092,98,404,118
3093,33,135,25
3094,34,118,20
3095,90,373,87
3096,72,290,68
3097,44,153,24
3098,113,407,97
3099,1,4,1
3100,107,424,120
3101,112,483,141
3102,1,4,1
3103,82,362,105
3104,28,104,23
3105,22,87,23
3106,1,3,0
3107,107,437,109
3108,125,504,187
3109,45,148,18
3110,2,6,0
3111,1,4,1
3112,81,325,72
3113,87,315,72
3114,57,204,41
3115,122,478,127
3116,2,6,0
3117,23,79,13
3118,90,342,89
3119,105,373,81
3120,4,12,2
3121,5,16,2
3122,59,224,46
3123,72,235,57
3124,1,3,1
3125,137,522,118
3126,2,7,1
3127,3,9,0
3128,30,108,27
3129,1,5,1
3130,13,48,4
3131,124,466,112
3132,56,215,51
3133,1,1,0
3134,121,489,181
3135,1,3,0
3136,112,467,159
3137,115,460,131
3138,44,176,51
3139,113,456,119
3140,59,221,48
3141,112,445,123
3142,107,386,86
3143,125,463,92
3144,111,458,101
3145,111,433,99
3146,122,486,140
3147,87,317,106
3148,44,151,23
3149,1,4,2
3150,6,19,3
3151,71,269,58
3152,1,2,0
3153,55,210,49
3154,54,185,38
3155,23,83,15
3156,121,492,121
3157,11,43,15
3158,27,101,29
3159,131,578,147
3160,1,5,0
3161,2,7,0
3162,118,485,172
3163,7,14,2
3164,9,34,7
3165,51,194,47
3166,12,43,8
3167,66,262,54
3168,1,4,0
3169,21,81,15
3170,129,540,143
3171,80,292,50
3172,47,185,26
3173,39,116,20
3174,74,283,78
3175,14,47,8
3176,38,126,19
3177,29,104,23
3178,50,180,43
3179,79,309,70
3180,6,16,2
3181,82,331,77
3182,60,216,42
3183,15,46,15
3184,41,143,38
3185,14,54,12
3186,7,23,5
3187,119,475,122
3188,1,3,0
3189,1,1,0
3190,15,44,11
3191,38,125,19
3192,49,186,37
3193,113,438,88
3194,118,442,129
3195,12,40,7
3196,71,285,76
3197,51,196,56
3198,10,32,5
3199,123,473,125
3200,73,275,85
3201,118,439,109
3202,17,60,11
3203,47,171,41
3204,73,301,63
3205,132,497,124
3206,72,261,66
3207,13,44,8
3208,54,173,35
3209,57,205,41
3210,77,280,82
3211,68,242,44
3212,67,251,49
3213,35,125,23
3214,102,414,116
3215,1,3,1
3216,2,7,1
